ulasan,label
"Isi dalam aplikasi sangat bagus dan sering mengalami peningkatan untuk fasilitasnya. Mungkin aku bisa saranin buat adain folder kayak folder yang udah selesai aku baca sama yang belom. Karna terkadang aku suka lupa buat lanjutin baca next eps nya and tau' udah tamat dan berbayar. Agak belibet ya aku jelasinnya tapi semoga paham :). Tapi untuk baca manhwa', ini best recomend. Aku harap lebih untuk kedepannya dan sehat' untuk daveloper muah muah!",5
"kenapa sihh Webtoon harus updet2 mulu!!!!!!aku kan udah terbiasa dengan desain yg lama.... semenjak updet baru jadi gak enak makenya...jadi malas buka webtoon ahh....intinya jadi asing ama aplikasinya,,jadi gak enak di pake...udah bagus pake desain lama malah updet2 segala!!!mana updetnya beda jauh lagi sama desain lama...jadi rumit banget buka aplikasi nya...rasanya kek orang lagi tersesat pas make aplikanya...lebih bagusan desain lama... sederhana dan gak bertele tele...updetannnya jeleek!!!!",1
"gatau kurang suka aja ama tampilan sekarang, bikin pusing ribet, terus pas lg asiknya baca tiba² muncul iklan rekomendasi cerita lain. Gimana ga kesel kalo kepencet malah jadinya pindah ke cerita itu. udh gitu cerita yg up ga dikasih tau, cmn beberapa aja. Jd harus nyari satu² mana yg udh up",2
1. ada masalah saat selesai menonton iklan tiba2 buka play store 2. terkadang setelah menonton iklan stack di 2 detik terus iklan gak selesai selesai 3. terkadang beberapa komik tidak bisa di buka walaupun jaringan bagus,1
"sebenarnya sih sukaa tpi agak bingung aja sama fitur barunya nya yang sekarang bikin pusing trus banyak banget yang dimunculkan dibrandaa, jujur lebih suka fitur yang kemarin daripada yang sekarang. kalau menurut kalian gimana guys? suka sama fitur sekarang?",4
"ini aplikasinya niat dipakai gak sih? jaringan buat aplikasi lain oke banget giliran masuk webtoon malah gak terdeteksi jaringannya, mau wifi mau jaringan seluler entah karena update atau apa soal tampilan saya gak permasalahin banget tapi buat jaringan tolonglah diperbaikin, jadi ganggu soalnya udah keluar masuk aplikasi masih sama",1
"agak kecewa sama webbtoon soal tampilan untuk episode,dulu tampilanya segar,teratur jugga,episode lama ke episode baru di buat dari bawah le atas.Ditambah juga dengan gambar sapul yang lebar,ini sekarang malah aneh tampilannya kurang menarik lagi menurut saya,apa lagi tampilan branda juga rada aneh,dulu setiap eps yang up di sususn secara rapi,sekarang malah yang gak fav di susun juga bersamaan,tolong lah ya lebih baik lagi,tidak apa-apa jika modelnya begini tapi setidaknya tersusun rapi.thanks",4
"aplikasi nya bagus banget tapi... saya mau nonton iklan,masah iklannya 1 jam sih lama banget, Tolong banget di pendekkin seperti biasa iklannya...aku yang pengen baca jadi gk mod lagi sumpah,, iklannya kelamaan",3
Setelah di update malah g bisa masuk..tidak ada koneksi internet padahal sinyal wifi full n youtube aja lancaaaar...favourite juga ilang semua..notif update epd mucul tp g bisa dibuka..kenapa ini ya ..,1
"tampilannya bagusan yg lama, ribet banget tampilan menunya buset. fitur news&hot nya mending dihapus aja kek gk guna juga malah bikin pusing. banyak iklan pula udh kyk web ilegal aja bjir wkwk mending balikin ke tampilan yg dulu deh",2
"mengapa tiba-tiba lemot sekali? katanya, wifi saya yang bermasalah. tapi, saat saya buka sosmed atau game lain aman-aman saja. memori saya tidak penuh dan cache juga sudah saya hapus. lantas, apanya yang bermasalah? mohon diperbaiki segera. terima kasih 🙂🙏🏻",3
"makin di update makin buruk, jelas"" sinyal sebagus ini malah katanya jaringan jelek disuruh periksa, oh ayolah?? udah ku coba berkali"" tapi ga bisa pdhl klo buat buka yg lain kek ig yt tele wa google tiktok dsb bisa loh?? knp ini malah error dibagian jaringan, bug atau gmn??? tolong diperbaiki di update selanjutnya ya",1
"aplikasi ini tidak bisa menampilkan komik, saya kira jaringan saya bermasalah. tapi saat saya baca webtoon di web, eh kok bisa kebuka, sedangkan di apk ""tidak ada jaring"". ah kecewa berat ama apk ni. mending baca webtoon lewat croom aja, auto unistal sempak",1
"Cerita di Webtoon ini bagus-bagus, dan banget banyak yang ku suka. Tapi ada satu masalah, yaitu tampilan yang sekarang, agak gimana gitu...Aku lebih nyaman di tampilan yang DULU, karena ngasih kesan bahwa ""ini tuh WEBTOON.""",4
"Chapter yang pernah di beri tanda love tidak terlihat di halaman pilihan chapternya seperti dulu, tolong ubah seperti dulu halaman pilihan chapter nya yang bisa di lihat chapter yang pernah di beli love agar bisa menjadi tanda kalau itu chapter ada momen yang menurut pembaca bagus.",3
"HALO tolong ya ini kenapa aplikasi nya oon banget, apakah ada perbaikan / gmn y, masa saya buka itu tulisannya koneksi internet tidak terhubung, apk lain saja saya masih bisa buka bahkna tadi sempet saya uninstal saya download lagi ttp gabisa, tolong perbaiki!",1
"Maaf saya sangat kecewa dengan pelayanan webtoon,versi baru malah makin buruk darai versi sebelumnya dan sangat membuat kecewa kami para pembaca ditambah lagi setiap loading memerlukan waktu yang lama bahkan seringkali tidak bisa memunculkan gambar dengan baik terutama untu komik resmi,semoga pihak webtoon segera memperbaiki masalah ini😥😥",1
"Kenapa hari ini webtoon memuat terus padahal jaringanku kenceng, tp udah coba berkali-kali tetep loading terus, bahkan ada pemberitahuan jaringan internet tidak ada, padahal jaringanku kencengg... tolong segera di tindak lanjuti donggg..",3
"kenapa pas lagi enak"" baca malah notif ga ada internet? padahal jaringan nya bagus"" aja, perbaiki koneksi internet lah ini lah itu lah😒 mengganggu banget, mohon maaf tapi saya tidak butuh balasan yang mengatakan untuk memastikan koneksi internet saya mungkin tidak bagus dan perlu di cek ulang ya☺️ mohon di perbaiki masalah ini, sangat aneh",2
"Aplikasi ini parah banget. Konten 18+ terlalu eksplisit dan jelas menggambarkan adegan seksual, padahal banyak pembaca di bawah umur yang pakai aplikasi ini. Filter umur cuma berupa pop-up “18+” yang langsung bisa dilewati, sama sekali ga efektif. Algoritma juga malah merekomendasikan cerita dewasa walau jarang baca. Mohon perbaiki sistem filter dan batasi akses konten dewasa dengan verifikasi yang bener, bukan sekadar formalitas.",1
"min kok apknya selalu ada notif ""tidak dapat tersambung ke internet, mohon periksa pengaturan jaringanmu"". ini kenapa min kok gitu? Padahal pakai Wi-Fi, terus aku cek aman aman aja sinyalnya, cuman apk sama website webtoon aja yang gak bisa di buka. tolong di bantu🙏🏻🙏🏻",3
"saya pemakai Webtoon dari 2018 dan dulu bintang lima, tapi karena sekarang 2025 tampilan Webtoon berubah rasanya malah jadi jelek + apalagi makin lama makin banyak masuk manhwa dengan genre/rating dewasa yang minim sensor bahkan verifikasi umur nya hanya tekan tombol yes dan no, minimal ditingkatkan sistem verifikasi umurnya kalau masukin manhwa kek gitu. asli kembalikan Webtoon dulu! <2025",2
"udah bagus cuma kurang aja kalo make sistem koin, ga worth aja bayar mahal mahal cuma buat beberapa episode. saran aja sih coba webtoon kasih pilihan kayak langganan atau beli 1 judul bisa unlock semua episodenya, soalnya kalo make sistem koin mending ke aplikasi bajakan berbayar aja tinggal langganan unlock semua episode terus ada fitur fitur auto scroll juga",3
"ini ngape sih tampilan pas buka komiknya dibedain lagi -_-"" yg dulu udh bagus knp sih demen bgt gonta ganti klu makin bagus gpp ini jdi jelekkk balikin ke versi dlu aja pls. skrg ada iklan yang ganggu pas mau baca, gk cukup iklan yg lain skrg mau baca pun diganggu iklan",3
"apaan bgt setelan terbaru nya, jadi bikin bingung terus bagusan yang dulu juga simpel mudah dimengerti sekarang keknya gaada lagi benner benner gitu. y pokoknya lebih suka setelan webtoon yg lama gausa diubah bikin bingung, ngapai cobak ada reels nya? JELEEK PLS UBAH GA KATA GW, JELEK BGT CUK, setelan kek gini susah cari webtun yg bener2 kita mau dan cuma dapet dri rekomendasi doang yg malah banyak ga cocok lagian kenapa diganti si?? aku mau liat webtun kanvas yg mau jadi official TAPI GTW mo l",1
"webtoon sangat menyenangkan! saya selalu terhibur ketika membaca novel nyaa, tapii kadang-kadang jugaa sedihh sama novelnya, udaa sii itu ajaa, saran ku dowload dehh, sumpah ini apk bagus banget! bintang 5 ๑•͈ᴗ•͈๑🤏🏻",5
"buat tim webtoon tolong untuk tampilan episodenya balikin kaya dulu aja dimana episode terbaru paling atas dan episode pertama dibawah, karena jujur kurang nyaman tiap kali mau baca, kita harus scroll sampe bawah untuk baca epsiode terbaru, untung kalo episodenya baru dikit kalo udah sampe ratusan itu bikin kesel, mood mau baca jadi menurun",4
sebernarnya saya suka sekali baca komiknya tapi tau tau tidak dapat tersambung ke internet sudah pakai data ataupun wifi tetap tidak biasa tersambung. tolong perbaikannya padahal saya suka baca komik di aplikasi ini agak kecewa 🥹,3
"bangus banget komik nya, garafik nya cerita nya alur nya hanya saja ada beberapa komik yang di kunci dan jika ingin membaca harus membeli atau menonton iklan tapi iklan nya juga terbatas.",4
"kenapa aplikasi selalu tulisannya tidak ada koneksi internet? padahal kuota masih 34 gb, buka apps youtube lancar, internet lain lancar tp buka webtoon selalu ga bisa. mana webtoon fav ilang semua, ini bug nya gimana sih",3
"ini Webtoon tolong dong, kenapa penampilan chapter nya berubah aku jadi pusing, mana yang di baca dan belum di baca sama lagi. padahal udah terbiasa baca chapter 1 dari bawah ke atas chapter selanjutnya, ini malah di balik bikin pusing. lebih suka tampilan lama. maaf kali ini aku kecewa, jelek banget tampilannya",2
"ini kenapa dah webtoon ih? masa ""tidak ada koneksi internet"", apps lain lancar jaya, kuota internet aman, sinyal oke lagi perbaikan atau gimana ini? kok nggak ada pemberitahuan sampek install ulang berkali-kali tetep gak bisa",1
kok manhwa fav ilang terus histori baca ngulang dari awal terus bahasanya gk bisa diubah fitur juga berubah yang tadinya bisa dibaca sekarang jadi gak bisa manhwanya tadinya udah selesai dari hiatus kok yang ini masih hiatus padahal kemarin masih fine fine tiba tiba bukak pagi pagi ini udah slenco padahal gak aku update tiba tiba ke update sendiri bkin kesel ih tolong perbaiki fitur lama,2
"aku lebih suka webtoon versi 1, bisa baca cerita fav ku berulang2, sekarang cape bgt harus tiket harian 😭 cerita webtoon dulu tuh seru seru, kenapa yg sekarang malah nambahin genre semut. padahal genre fantasi action historical lebih bagus & art nya lebih cakep.",1
"Buruk. Semakin tidak jelas. Jelas-jelas sinyal penuh, kuota banyak, buat buka youtube dll lancar, giliran buka webtoon dibilang tidak ada koneksi internet. Semakin diperbaruhi itu semakin baik bukan kebalikannya seperti ini SEMAKIN SANGAT BURUK. Terima kasih.",1
Aku kasih bintang lima karena ya bagus gitu tetapi ada kekurangannya yaitu ketika kita udah baca banyak episode eh tiba² harus bayar pake koin mana koin nya harus beli lagi tapi disetiap manga tersendiri kita bakal dapat koin gratis walu cuma dikit tapi kalo ga mau pake koin bisa nunggu berhari hari jadi tolong ya untuk developer nya untuk ga ada koin / nunggu hari yang kelamaan. Jdi itu aja Trimakasih,5
"kenapa setelah update ga bisa buka webtoon padahal wifI lancar di aplikasi yang lain pas buka webtoon "" tidak ada koneksi internet"" tolong diperbaiki bug nya dong, lebih baik versi yang dulu, agak nyesel update ke versi yang terbaru hadeuh",1
"bagus okelah, tpi knp sih sinyal pdhl bagus, kuota aman, bisa buka sosmed lain lancar tp knp pas buka webtoon tuh sllu ""tidak ada koneksi internet, coba lagi"" mksd loe? gw buka reels aman tentram tuh, main emel aman aja, knp webtoon gbsa? udh di update jg tp ttp aja tidak ada koneksi internet, gw mau baca update terbaru jd susah tau ga?! benerin lagi dah baru gw kasih bintang 5",2
kenapa setelah update tampilannya jadi jelek. ribet bgt harus scroll². iklan juga makin lama makin panjang durasinya jdi males mau baca. tolong kembalikan tampilan webtoon seperti sebelumnya. yg terbaru buruk bgt 👎🏻,1
"untuk developer nya, saya tidak bisa membaca salah satunya karena ada tulisan seperti tidak bisa di buka, dan itu sangat menggangu saya, yang tadinya mau baca ini malah tidak bisa, semoga masukan ini bisa membantu ya, dan untuk aplikasi nya sendiri sudah bagus kok cuman ya itu, saya ga bisa masuk di salah satu komik atau manga nya. mungkin ini saja dari saya terima kasih. tolong cepat di perbaiki",4
Aplikasi baca komik terbaik semoga semakin berkembang dan tetap menjadi yang terbaik bagi saya. Saran min untuk jika mengunduh episode akan otomatis memberi tanda love/suka ke episode yang diunduh karena saya biasanya selalu melakukan hal tersebut sebagai bentuk apresiasi dukungan terhadap translator,5
"Jujur, sedih banget entah kenapa banyak cerita lokal yg bagus malah dipaksa berhenti ditengah jalan… pdhl cerita nya bagus+banyak peminatnya. Ditambah sekarang ceritanya dikit-dikit tiket harian! Kesel sih (# ﾟДﾟ) Kalau memang mau lebih di banyakan cerita luar, sekalian aja semua manhwa/manhua dimasukkin, ga usah setengah-setengah!!! (TдT) Sebenarnya apk ini bagus, tp kalau buat pengguna lama, ini banyak kurangnya(TOT)",1
"webtoon lagi gangguan atau gimana? kok gabisa kebuka ya di hp aku? malah ada notif ""tidak ada koneksi internet"" terus, padahal wifi on aku coba uninstall dulu terus instal lagi, tetep gitu terus padahal aku gapernah ngelanggar apapun di webtoon, mana baru isi koin dong 😭 tolooooonnngggg!!!! udh 10 tahun lebih baca webtoon, baru kali ini gangguan 😭😭😭",3
"biasanya nih apk bgus mau di update ky gmn pun tp kali ini bener2 kecewa. mau baca pun ditanya koneksi internet, anehnya cuma di apk ini aja. sebel bgt. mana homepagenya aneh skrng. klo emg gkn dibenerin lg mending pke apk lain aja buat baca komiknya 😃",1
"karena ini keren sekali aku suka membaca komik seperti ini banyak pilihan nya, tapi kekurangan nya adalah terlalu banyak iklan lebih baik lebih memberi sedikit iklan dan jangan terlalu banyak komik yang membayar memakai koin",5
"webtoon semenjak update terbaru malah makin ngawur, nambahin fitur-fitur yg gak terlalu berguna padahal koneksi internet aku lancar tapi ada aja manhwa yg gak bisa kebuka. Tolong dong di perbaiki yg versi lama itu udah bagus padahall",4
"setelah bertahun-tahun saya menggunakan webtoon baru kali ini saya kecewa, dikarenakan saat melakukan pembelian koin saya sudah membayar tagihannya tapi koinnya tak kunjung masuk, padahal saldo saya sudah berkurang.",1
"Aku lebih suka layout halaman seperti dulu... yang sekarang kayak kurang enak dipandang... dulu enak nya karena ada list komik apa aja yang update di tiap hari itu, jadi enak buat baca komik nya karena ada schedule nya.",2
"webtoon kenapa sii? jaringan udah okee banget, buka aplikasi lain yg pake internet bisaa bisa ajaa. tapi kenapa pas buka webtoon tulisannya malah ""Tidak dapat tersambung ke internet. Mohon periksa pengaturan jaringanmu.""",1
"tolong donk updatenya samain, ini aplikasi kalah sama yang ilegal... jadi bakal lebih banyak yang pingin baca halal dan dukung creatornya... Adain komik ini donk, udah ada di versi koreanya, minimal ada di versi English nya The Corporations Bottom Works Well ini komik keren banget, angin sejuk di semrawutnya Konoha ini...",4
Maaf ni webtoon aku lebih suka temanya sebelum update soalnya lebih jelas bagus dan mudah di pahami ga bikin pusing kaya yang sekarang. trus sekarang jadi banyak cerita yang harus bayar pakai koin padahal komiknya bagus banget ceritanya seru juga tapi terkendala karna harus pake koin. lebih bagus webtoon dlu sekarang jadi banyak komik yang pakai koin jadi nurun minat buat baca komik lagi.,2
"actually aku sukaaaa banget sm webtoon, dr 2015 udah punya nih apk, but... lama kelamaan gk suka, bukan karna ada yg ilegal tapi makin kesini komik lokal menipis, malah banyak banget komik 21+, bkn 18+ lagi, tp 21+ !!! 😳😳, meskipun di kasih peringatan atau sensor, tp ayo lahh... ini yang baca dari semua kalangan lhoo... aku aja pake nih apk dari SMP, apalagi sekarang anak SD dah punya HP. jadi plis..... masih buanyak manhwa atau lokal yang SERU, gk harus yg romance adult.",3
kenapa webtoon tidak merespon ya padahal sudah update berharap lancar seperti biasa ini....... kok webtoon gini sihhh error aku kasih bintang 5 semoga cepet teratasi terkhusus bagian favorit jadi ngelek padahal sinyal ok kuota aman,5
"kenapa update nya makin kesini makin jelek? dan makin ribet buat nyari Webtoon yang udah tamat tapi lupa sama judulnya, mana koin nya mahal banget lagi, bisa ga sih updatenya gausah aneh aneh, aku udah baca Webtoon dari 2018 lebih enak Webtoon yang dulu karena ga ribet tata letak nya.",1
